gtm,year,game_date,era_cum,h_cum,hr_cum,er_cum,so_cum
33,1992,1992-05-13,3.19,264,28,108,203
34,1992,1992-05-15,3.24,272,29,113,204
35,1992,1992-05-16,3.15,278,29,113,215
36,1992,1992-05-17,3.17,286,30,117,219
37,1992,1992-05-19,3.14,292,30,119,222
38,1992,1992-05-20,3.09,296,31,120,226
39,1992,1992-05-21,3.01,298,31,120,232
40,1992,1992-05-22,3.06,306,31,125,237
41,1992,1992-05-23,3.13,317,32,131,242
42,1992,1992-05-24,3.19,329,33,137,247
43,1992,1992-05-26,3.17,338,33,139,251
44,1992,1992-05-27,3.12,347,33,140,254
45,1992,1992-05-28,3.17,357,35,145,258
46,1992,1992-05-29,3.39,370,35,158,268
47,1992,1992-05-30,3.37,379,35,161,274
48,1992,1992-05-31,3.36,387,37,164,279
49,1992,1992-06-01,3.47,403,38,172,286
50,1992,1992-06-02,3.48,409,39,176,293
51,1992,1992-06-04,3.65,421,39,188,301
52,1992,1992-06-05,3.67,433,40,193,304
53,1992,1992-06-06,3.72,442,41,199,308
54,1992,1992-06-07,3.65,444,41,199,314
55,1992,1992-06-08,3.66,453,42,203,316
56,1992,1992-06-09,3.63,460,42,205,324
57,1992,1992-06-10,3.56,463,42,205,329
58,1992,1992-06-12,3.54,470,42,207,334
59,1992,1992-06-13,3.55,477,43,211,338
60,1992,1992-06-14,3.73,491,45,225,345
61,1992,1992-06-15,3.78,501,45,231,351
62,1992,1992-06-16,3.8,508,46,236,355
63,1992,1992-06-17,3.78,516,48,238,360
64,1992,1992-06-18,3.78,528,50,242,363
65,1992,1992-06-19,3.76,536,51,245,364
66,1992,1992-06-20,3.72,546,51,246,371
67,1992,1992-06-21,3.66,551,51,246,375
68,1992,1992-06-23,3.71,568,52,253,379
69,1992,1992-06-24,3.74,575,53,258,385
70,1992,1992-06-25,3.8,587,54,266,389
71,1992,1992-06-26,3.84,599,54,272,393
72,1992,1992-06-27,3.82,609,54,275,398
73,1992,1992-06-28,3.84,618,54,280,406
74,1992,1992-06-30,3.85,625,56,284,410
75,1992,1992-07-01,3.81,631,57,285,416
76,1992,1992-07-02,3.76,637,57,285,422
77,1992,1992-07-03,3.72,642,58,286,426
78,1992,1992-07-04,3.67,648,58,287,438
79,1992,1992-07-05,3.63,656,59,288,445
80,1992,1992-07-06,3.6,666,60,289,451
81,1992,,3.63,674,62,295,456
82,1992,,3.66,682,65,301,466
83,1992,1992-07-08,3.65,692,66,304,473
84,1992,1992-07-09,3.65,707,68,309,484
85,1992,1992-07-10,3.64,714,68,312,488
86,1992,1992-07-11,3.6,720,68,312,493
87,1992,1992-07-12,3.56,727,68,312,498
88,1992,1992-07-16,3.55,735,68,315,501
89,1992,1992-07-17,3.53,739,68,316,508
90,1992,1992-07-18,3.52,746,68,318,513
91,1992,1992-07-19,3.57,756,69,326,516
92,1992,1992-07-20,3.56,761,69,328,522
93,1992,1992-07-21,3.58,772,70,333,528
94,1992,1992-07-22,3.55,780,71,334,531
95,1992,1992-07-24,3.59,794,72,341,542
96,1992,1992-07-25,3.57,800,72,343,551
97,1992,1992-07-26,3.61,806,73,350,557
98,1992,1992-07-27,3.58,809,73,351,560
99,1992,1992-07-28,3.57,820,74,353,567
100,1992,1992-07-29,3.59,829,76,359,574
101,1992,1992-07-30,3.56,833,76,359,577
102,1992,1992-07-31,3.55,843,77,362,580
103,1992,1992-08-01,3.54,854,78,364,587
104,1992,,3.53,860,78,367,597
105,1992,,3.57,871,78,375,607
106,1992,1992-08-03,3.6,881,80,381,612
107,1992,1992-08-04,3.58,889,81,382,614
108,1992,1992-08-05,3.57,899,81,385,617
109,1992,1992-08-07,3.58,908,83,389,622
110,1992,1992-08-08,3.55,918,83,392,626
111,1992,1992-08-09,3.53,921,83,393,632
112,1992,1992-08-10,3.51,927,83,394,635
113,1992,1992-08-11,3.53,939,86,400,640
114,1992,1992-08-12,3.54,950,86,405,644
115,1992,1992-08-14,3.52,960,86,407,650
116,1992,1992-08-15,3.5,967,86,408,655
117,1992,1992-08-16,3.47,972,86,408,661
118,1992,1992-08-17,3.46,980,87,410,665
119,1992,1992-08-18,3.46,986,88,413,669
120,1992,1992-08-19,3.44,993,88,414,672
121,1992,1992-08-20,3.46,1003,88,420,678
122,1992,1992-08-21,3.47,1012,88,425,684
123,1992,1992-08-22,3.52,1025,91,434,692
124,1992,1992-08-23,3.51,1032,93,436,696
125,1992,1992-08-24,3.51,1042,95,440,702
126,1992,1992-08-25,3.5,1051,96,442,707
127,1992,1992-08-26,3.51,1062,96,447,709
128,1992,1992-08-28,3.51,1070,96,450,711
129,1992,1992-08-29,3.54,1083,100,457,715
130,1992,1992-08-30,3.54,1089,101,460,717
131,1992,1992-09-01,3.55,1098,102,465,720
132,1992,1992-09-02,3.55,1107,104,468,723
133,1992,1992-09-03,3.59,1121,104,477,731
134,1992,1992-09-04,3.59,1133,105,480,734
135,1992,1992-09-05,3.57,1140,106,481,737
136,1992,1992-09-06,3.58,1149,108,486,745
137,1992,1992-09-07,3.61,1158,111,493,751
138,1992,1992-09-08,3.6,1171,112,498,763
139,1992,1992-09-09,3.62,1182,113,504,770
140,1992,1992-09-10,3.6,1192,113,506,780
141,1992,1992-09-11,3.6,1200,114,509,783
142,1992,1992-09-12,3.62,1213,115,515,786
143,1992,1992-09-13,3.62,1221,116,518,796
144,1992,1992-09-14,3.63,1229,117,523,803
145,1992,1992-09-15,3.65,1244,119,531,814
146,1992,1992-09-16,3.65,1250,120,534,825
147,1992,1992-09-18,3.7,1261,121,544,832
148,1992,1992-09-19,3.67,1266,121,544,837
149,1992,1992-09-20,3.66,1272,122,546,841
150,1992,1992-09-21,3.64,1281,122,547,847
151,1992,1992-09-22,3.63,1289,122,549,849
152,1992,1992-09-23,3.66,1302,123,556,853
153,1992,1992-09-24,3.63,1305,123,556,863
154,1992,1992-09-25,3.63,1316,123,559,870
155,1992,1992-09-26,3.62,1329,123,562,874
156,1992,1992-09-27,3.62,1338,124,565,879
157,1992,1992-09-29,3.64,1346,125,571,885
158,1992,1992-09-30,3.61,1351,125,571,895
159,1992,1992-10-01,3.63,1362,126,577,904
160,1992,1992-10-02,3.61,1366,126,578,915
161,1992,1992-10-03,3.63,1376,128,584,919
162,1992,1992-10-04,3.61,1385,128,586,927
1,1991,1991-04-09,7.88,13,0,7,3
2,1991,1991-04-10,6.19,18,2,11,15
3,1991,1991-04-11,6.23,35,3,18,22
4,1991,1991-04-12,5.56,44,3,21,28
5,1991,1991-04-13,4.81,50,3,23,33
6,1991,1991-04-14,5.29,60,4,30,38
7,1991,1991-04-15,4.8,65,4,32,41
8,1991,1991-04-16,4.83,73,4,37,45
9,1991,1991-04-17,4.96,84,4,43,47
10,1991,1991-04-19,4.66,92,4,45,52
11,1991,1991-04-20,4.22,97,4,45,57
12,1991,1991-04-21,3.86,101,4,45,65
13,1991,1991-04-22,3.95,113,4,50,71
14,1991,1991-04-23,4.1,125,5,56,77
15,1991,1991-04-24,3.89,131,5,57,83
16,1991,1991-04-25,4.11,139,7,64,85
17,1991,1991-04-26,4.38,150,7,72,93
18,1991,1991-04-27,4.24,158,7,74,95
19,1991,1991-04-28,4.25,167,8,78,103
20,1991,1991-04-30,4.63,181,12,89,106
21,1991,1991-05-01,4.62,188,12,93,110
22,1991,1991-05-03,4.57,194,12,96,113
23,1991,1991-05-04,4.57,206,15,102,116
24,1991,1991-05-05,4.38,211,15,102,122
25,1991,1991-05-06,4.63,225,19,112,125
26,1991,1991-05-07,4.46,235,21,115,135
27,1991,1991-05-08,4.5,245,22,120,143
28,1991,1991-05-10,4.34,249,22,120,147
29,1991,1991-05-11,4.4,261,24,126,153
30,1991,1991-05-12,4.35,273,25,130,166
31,1991,1991-05-13,4.28,279,27,133,180
32,1991,1991-05-14,4.42,293,27,142,185
33,1991,1991-05-15,4.35,298,27,144,191
34,1991,1991-05-16,4.34,309,27,148,199
35,1991,1991-05-17,4.3,316,28,151,202
36,1991,1991-05-18,4.26,324,28,154,207
37,1991,1991-05-19,4.23,332,29,159,216
38,1991,1991-05-21,4.21,338,30,162,220
39,1991,1991-05-22,4.35,353,33,171,223
40,1991,1991-05-23,4.4,362,34,177,227
41,1991,1991-05-24,4.37,374,35,180,233
42,1991,1991-05-25,4.39,385,35,185,237
43,1991,1991-05-26,4.42,397,35,191,239
44,1991,1991-05-27,4.39,404,36,194,244
45,1991,1991-05-28,4.34,409,36,196,250
46,1991,1991-05-29,4.27,415,37,197,256
47,1991,1991-05-30,4.32,426,41,204,261
48,1991,1991-05-31,4.34,435,42,209,262
49,1991,1991-06-01,4.29,439,42,211,272
50,1991,1991-06-02,4.22,445,42,212,276
51,1991,1991-06-04,4.2,451,43,215,282
52,1991,1991-06-05,4.26,463,44,222,284
53,1991,1991-06-06,4.22,468,44,224,290
54,1991,1991-06-07,4.18,475,44,226,296
55,1991,1991-06-08,4.14,486,44,228,299
56,1991,1991-06-09,4.1,490,45,230,302
57,1991,1991-06-10,4.09,498,45,233,307
58,1991,1991-06-11,4.12,509,48,239,313
59,1991,1991-06-12,4.1,517,48,242,319
60,1991,1991-06-13,4.11,524,50,246,323
61,1991,1991-06-14,4.08,528,50,248,330
62,1991,1991-06-15,4.01,531,50,248,334
63,1991,1991-06-16,4.01,537,51,252,338
64,1991,1991-06-17,4.01,549,51,256,342
65,1991,1991-06-18,3.99,553,51,259,350
66,1991,1991-06-19,3.98,560,52,262,356
67,1991,1991-06-20,3.96,570,53,265,361
68,1991,1991-06-21,3.94,582,53,267,363
69,1991,1991-06-22,3.92,593,54,270,366
70,1991,1991-06-23,3.88,600,55,271,367
71,1991,1991-06-25,3.88,607,56,275,376
72,1991,1991-06-26,3.84,618,56,277,379
73,1991,1991-06-28,3.86,626,57,282,381
74,1991,1991-06-29,3.87,641,57,286,386
75,1991,1991-06-30,3.9,654,59,293,390
76,1991,1991-07-02,3.96,668,60,301,393
77,1991,1991-07-03,4.01,680,62,309,401
78,1991,1991-07-04,4.1,693,64,320,406
79,1991,1991-07-05,4.1,702,67,324,411
80,1991,1991-07-06,4.06,704,68,325,418
81,1991,1991-07-07,4.01,709,68,325,427
82,1991,1991-07-11,3.99,715,69,327,433
83,1991,1991-07-12,3.96,718,70,328,434
84,1991,1991-07-13,3.97,729,71,333,440
85,1991,1991-07-14,3.98,735,71,338,449
86,1991,1991-07-15,3.97,741,71,341,455
87,1991,1991-07-16,4.0,752,71,347,460
88,1991,1991-07-17,4.02,764,72,352,464
89,1991,1991-07-19,4.03,774,72,357,467
90,1991,1991-07-20,4.02,786,73,360,470
91,1991,1991-07-21,4.0,791,74,362,477
92,1991,1991-07-23,3.98,797,75,364,480
93,1991,1991-07-24,3.95,805,75,366,483
94,1991,1991-07-25,3.92,811,75,367,488
95,1991,1991-07-26,3.9,815,76,369,495
96,1991,1991-07-27,3.86,818,76,369,500
97,1991,1991-07-28,3.83,824,77,370,503
98,1991,1991-07-29,3.82,832,78,373,509
99,1991,1991-07-30,3.82,837,80,376,519
100,1991,1991-08-01,3.79,844,81,377,521
101,1991,1991-08-02,3.8,853,83,382,530
102,1991,1991-08-03,3.8,862,83,385,539
103,1991,1991-08-04,3.82,870,84,391,545
104,1991,1991-08-05,3.83,878,85,396,549
105,1991,1991-08-06,3.9,889,88,406,556
106,1991,1991-08-07,3.86,895,88,406,561
107,1991,1991-08-08,3.83,903,88,407,567
108,1991,1991-08-09,3.78,912,88,407,576
109,1991,1991-08-10,3.77,920,89,410,581
110,1991,1991-08-11,3.77,931,90,413,588
111,1991,1991-08-12,3.75,935,90,415,592
112,1991,1991-08-13,3.79,950,92,423,601
113,1991,1991-08-14,3.78,958,94,426,607
114,1991,1991-08-15,3.76,960,95,427,616
115,1991,1991-08-16,3.77,968,96,432,623
116,1991,1991-08-17,3.8,979,99,439,623
117,1991,1991-08-18,3.79,986,99,443,634
118,1991,1991-08-20,3.78,993,100,446,640
119,1991,1991-08-21,3.87,1010,101,459,645
120,1991,1991-08-22,3.9,1021,102,467,653
121,1991,1991-08-23,3.94,1035,102,475,659
122,1991,1991-08-24,3.91,1041,102,476,667
123,1991,1991-08-25,3.93,1051,106,482,677
124,1991,1991-08-26,3.95,1060,107,488,682
125,1991,1991-08-27,3.97,1068,108,493,685
126,1991,1991-08-28,4.0,1078,110,501,692
127,1991,1991-08-29,4.01,1089,111,506,699
128,1991,1991-08-30,4.0,1098,111,509,703
129,1991,1991-08-31,3.98,1103,111,510,712
130,1991,1991-09-01,4.05,1121,115,524,717
131,1991,1991-09-02,4.08,1139,115,532,725
132,1991,1991-09-03,4.07,1147,116,535,732
133,1991,1991-09-04,4.1,1160,118,543,737
134,1991,1991-09-06,4.1,1169,119,546,743
135,1991,1991-09-07,4.08,1174,120,548,743
136,1991,1991-09-08,4.08,1183,121,551,747
137,1991,1991-09-09,4.09,1190,123,557,750
138,1991,1991-09-10,4.1,1199,124,561,752
139,1991,1991-09-11,4.08,1207,126,563,758
140,1991,1991-09-12,4.11,1216,129,570,762
141,1991,1991-09-13,4.16,1231,130,582,766
142,1991,1991-09-14,4.15,1236,131,585,770
143,1991,1991-09-15,4.14,1244,131,587,780
144,1991,1991-09-16,4.14,1253,131,592,788
145,1991,1991-09-17,4.12,1257,131,592,792
146,1991,1991-09-18,4.1,1262,132,594,797
147,1991,1991-09-19,4.08,1268,133,595,801
148,1991,1991-09-20,4.12,1279,136,605,807
149,1991,1991-09-21,4.1,1286,136,606,818
150,1991,1991-09-22,4.11,1293,138,611,826
151,1991,1991-09-23,4.14,1309,138,619,833
152,1991,1991-09-24,4.15,1323,138,624,836
153,1991,1991-09-25,4.13,1329,138,625,846
154,1991,1991-09-27,4.14,1337,141,630,850
155,1991,1991-09-28,4.11,1341,141,630,859
156,1991,1991-09-29,4.1,1354,141,633,862
157,1991,1991-09-30,4.09,1357,141,635,871
158,1991,1991-10-01,4.09,1368,142,639,876
159,1991,1991-10-02,4.09,1379,143,643,882
160,1991,1991-10-04,4.07,1387,143,644,891
161,1991,1991-10-05,4.04,1389,143,644,897
162,1991,1991-10-06,4.03,1397,143,646,905
1,1990,,0.0,3,0,0,8
2,1990,,0.0,8,0,0,13
3,1990,1990-04-12,1.38,17,0,4,20
4,1990,1990-04-13,2.57,31,1,10,22
5,1990,1990-04-14,2.8,42,1,14,29
6,1990,1990-04-15,3.0,53,2,18,35
7,1990,1990-04-16,2.71,58,2,19,39
8,1990,1990-04-17,3.62,72,3,29,45
9,1990,1990-04-18,3.89,82,6,35,50
10,1990,1990-04-20,4.45,90,8,44,53
11,1990,1990-04-21,4.32,95,8,47,58
12,1990,1990-04-22,4.04,98,9,48,60
13,1990,1990-04-23,4.77,115,11,61,64
14,1990,1990-04-24,4.72,126,12,65,67
15,1990,1990-04-25,4.76,140,14,72,77
16,1990,1990-04-26,4.59,149,14,74,87
17,1990,1990-04-27,4.5,157,15,77,93
18,1990,1990-04-28,4.53,167,16,82,97
19,1990,1990-04-29,4.6,179,16,88,100
20,1990,1990-04-30,4.57,190,16,92,104
21,1990,1990-05-01,4.69,205,19,99,110
22,1990,1990-05-02,4.79,221,19,106,112
23,1990,1990-05-04,4.83,229,20,111,118
24,1990,1990-05-05,4.67,235,20,112,121
25,1990,1990-05-06,4.78,248,20,119,123
26,1990,1990-05-07,4.88,257,22,126,126
27,1990,1990-05-08,4.87,263,22,130,131
28,1990,1990-05-09,4.76,270,23,132,138
29,1990,1990-05-11,4.97,286,23,142,144
30,1990,1990-05-12,4.87,293,23,144,148
31,1990,1990-05-13,4.86,304,24,148,152
32,1990,1990-05-14,4.76,311,26,150,156
33,1990,1990-05-15,4.77,320,26,155,161
34,1990,1990-05-16,4.7,330,26,158,164
35,1990,1990-05-18,4.6,341,26,159,167
36,1990,1990-05-19,4.66,354,26,166,172
37,1990,1990-05-20,4.64,366,29,171,178
38,1990,1990-05-21,4.65,379,30,176,182
39,1990,1990-05-22,4.64,390,30,180,186
40,1990,1990-05-23,4.55,398,30,181,190
41,1990,1990-05-24,4.48,407,31,184,193
42,1990,1990-05-25,4.56,420,34,192,198
43,1990,1990-05-26,4.7,439,34,202,203
44,1990,1990-05-27,4.72,451,37,207,207
45,1990,1990-05-28,4.73,462,37,212,211
46,1990,1990-05-29,4.67,471,37,214,215
47,1990,1990-05-30,4.6,477,38,215,216
48,1990,1990-05-31,4.58,486,38,219,221
49,1990,1990-06-01,4.57,491,41,224,225
50,1990,1990-06-02,4.55,502,43,228,229
51,1990,1990-06-03,4.52,507,44,231,233
52,1990,1990-06-04,4.45,514,44,232,236
53,1990,1990-06-05,4.39,522,44,233,244
54,1990,1990-06-06,4.33,531,45,235,251
55,1990,1990-06-08,4.39,546,48,243,254
56,1990,1990-06-09,4.41,558,48,248,261
57,1990,1990-06-10,4.37,563,49,250,269
58,1990,1990-06-11,4.35,570,51,253,270
59,1990,1990-06-12,4.29,577,52,254,272
60,1990,1990-06-13,4.22,578,52,254,281
61,1990,1990-06-14,4.18,586,53,256,289
62,1990,1990-06-15,4.15,591,54,258,296
63,1990,1990-06-16,4.08,594,54,258,301
64,1990,1990-06-17,4.13,608,57,265,306
65,1990,1990-06-18,4.08,613,58,266,309
66,1990,1990-06-19,4.08,623,58,270,314
67,1990,1990-06-20,4.06,631,59,274,322
68,1990,1990-06-22,4.03,639,60,276,326
69,1990,1990-06-23,4.02,647,60,279,333
70,1990,1990-06-24,4.09,659,61,287,337
71,1990,1990-06-25,4.11,668,62,292,343
72,1990,1990-06-26,4.06,679,63,294,348
73,1990,1990-06-27,4.05,683,64,297,351
74,1990,1990-06-29,4.02,691,64,299,357
75,1990,1990-06-30,4.02,700,65,303,362
76,1990,1990-07-01,4.07,711,69,311,366
77,1990,1990-07-02,4.05,718,70,313,370
78,1990,1990-07-03,4.0,723,70,313,373
79,1990,1990-07-04,3.97,728,70,315,376
80,1990,1990-07-06,3.97,737,71,319,380
81,1990,1990-07-07,4.03,751,72,328,388
82,1990,,4.02,759,73,331,397
83,1990,,4.01,770,74,334,405
84,1990,1990-07-12,3.98,777,74,336,407
85,1990,1990-07-13,3.95,781,74,337,410
86,1990,1990-07-14,3.93,785,74,339,415
87,1990,1990-07-15,3.92,796,75,342,420
88,1990,1990-07-16,3.89,799,75,343,425
89,1990,1990-07-17,3.87,803,75,345,429
90,1990,1990-07-18,3.95,816,78,356,430
91,1990,1990-07-20,3.95,829,78,360,431
92,1990,1990-07-21,3.94,838,79,362,438
93,1990,1990-07-22,3.94,850,79,366,441
94,1990,1990-07-23,4.01,864,81,376,444
95,1990,1990-07-24,4.06,874,82,384,448
96,1990,1990-07-25,4.04,883,82,386,450
97,1990,1990-07-26,4.03,891,82,389,454
98,1990,1990-07-27,4.02,898,83,392,460
99,1990,1990-07-28,3.99,904,83,394,471
100,1990,1990-07-29,3.95,905,83,394,476
101,1990,1990-07-30,3.93,909,83,396,479
102,1990,1990-07-31,3.91,917,83,398,488
103,1990,1990-08-01,3.88,921,84,399,495
104,1990,1990-08-02,3.85,927,84,400,500
105,1990,1990-08-03,3.9,944,84,409,504
106,1990,1990-08-04,3.87,946,85,410,511
107,1990,1990-08-05,3.95,962,89,422,516
108,1990,1990-08-06,3.95,969,90,426,519
109,1990,1990-08-07,3.95,976,90,429,524
110,1990,1990-08-08,3.94,983,91,432,528
111,1990,1990-08-10,3.96,995,94,438,534
112,1990,1990-08-11,3.95,1002,95,440,541
113,1990,1990-08-12,3.97,1011,96,446,543
114,1990,1990-08-13,3.99,1018,96,452,547
115,1990,1990-08-14,3.98,1030,96,456,556
116,1990,1990-08-15,4.0,1038,97,462,559
117,1990,1990-08-16,4.02,1049,98,468,563
118,1990,1990-08-17,4.0,1057,99,470,567
119,1990,1990-08-18,4.03,1069,99,478,570
120,1990,1990-08-19,4.07,1082,101,487,572
121,1990,1990-08-20,4.05,1086,101,488,579
122,1990,1990-08-21,4.1,1098,103,498,581
123,1990,1990-08-22,4.07,1106,104,499,591
124,1990,1990-08-23,4.06,1114,104,501,596
125,1990,1990-08-24,4.04,1126,104,503,602
126,1990,1990-08-25,4.02,1138,105,505,608
127,1990,1990-08-26,4.03,1146,107,510,613
128,1990,1990-08-28,4.03,1157,107,514,618
129,1990,1990-08-29,4.04,1168,108,519,626
130,1990,1990-08-30,4.07,1179,111,526,628
131,1990,1990-08-31,4.07,1189,112,530,632
132,1990,1990-09-01,4.07,1197,114,534,636
133,1990,1990-09-02,4.12,1210,116,544,638
134,1990,1990-09-03,4.12,1218,116,548,643
135,1990,1990-09-04,4.11,1226,116,551,647
136,1990,1990-09-05,4.12,1240,117,556,651
137,1990,1990-09-06,4.1,1249,117,558,659
138,1990,1990-09-07,4.09,1256,117,560,664
139,1990,1990-09-08,4.06,1260,117,561,665
140,1990,1990-09-09,4.04,1268,118,562,671
141,1990,1990-09-10,4.04,1278,118,567,678
142,1990,1990-09-11,4.01,1282,118,567,686
143,1990,1990-09-12,4.01,1292,120,570,692
144,1990,1990-09-14,4.0,1301,120,572,697
145,1990,1990-09-15,3.99,1309,120,575,700
146,1990,1990-09-16,3.98,1319,120,578,705
147,1990,1990-09-17,3.99,1331,121,582,710
148,1990,1990-09-18,3.98,1339,121,585,712
149,1990,1990-09-19,3.99,1350,122,590,716
150,1990,1990-09-20,3.98,1355,122,592,720
151,1990,1990-09-21,4.05,1375,122,607,724
152,1990,1990-09-22,4.07,1383,123,613,727
153,1990,1990-09-23,4.05,1391,123,615,736
154,1990,1990-09-24,4.03,1396,123,616,739
155,1990,1990-09-25,4.01,1403,123,617,745
156,1990,1990-09-26,4.02,1417,124,622,751
157,1990,1990-09-28,4.03,1426,126,627,760
158,1990,1990-09-29,4.02,1433,126,630,763
159,1990,1990-09-30,4.01,1443,127,632,768
160,1990,1990-10-01,4.01,1452,128,637,773
161,1990,1990-10-02,4.09,1470,131,653,781
162,1990,1990-10-03,4.08,1477,131,655,788
1,1989,1989-04-03,3.0,8,1,3,8
2,1989,1989-04-04,3.0,17,3,6,17
3,1989,1989-04-05,3.12,28,3,9,18
4,1989,1989-04-07,2.81,43,3,13,23
5,1989,1989-04-09,2.49,48,3,14,27
6,1989,1989-04-10,3.02,60,6,20,32
7,1989,1989-04-11,2.75,68,6,21,39
8,1989,1989-04-12,2.55,73,6,22,43
9,1989,1989-04-14,2.8,82,8,27,50
10,1989,1989-04-15,2.54,84,8,27,58
11,1989,,2.92,92,9,34,60
12,1989,,2.77,99,9,35,62
13,1989,1989-04-17,2.57,105,9,35,67
14,1989,1989-04-18,2.67,112,11,39,77
15,1989,1989-04-19,2.75,118,12,43,83
16,1989,1989-04-21,3.09,128,12,51,86
17,1989,1989-04-22,3.14,137,12,55,94
18,1989,1989-04-23,3.23,151,13,60,98
19,1989,1989-04-25,3.06,157,13,60,100
20,1989,1989-04-26,3.08,162,13,63,106
21,1989,1989-04-27,3.42,178,14,73,107
22,1989,1989-04-28,3.32,184,14,74,111
23,1989,1989-04-29,3.31,187,15,77,115
24,1989,1989-04-30,3.64,203,16,88,120
25,1989,1989-05-01,3.57,212,17,91,125
26,1989,1989-05-02,3.44,223,17,91,131
27,1989,1989-05-03,3.49,232,18,96,136
28,1989,1989-05-04,3.48,242,20,99,145
29,1989,1989-05-05,3.39,247,21,100,148
30,1989,1989-05-06,3.28,253,21,100,153
31,1989,1989-05-07,3.21,262,21,101,158
32,1989,1989-05-09,3.14,266,21,102,161
33,1989,1989-05-10,3.14,276,21,105,167
34,1989,1989-05-12,3.07,282,21,106,170
35,1989,1989-05-13,3.13,291,23,111,173
36,1989,1989-05-14,3.17,301,23,115,177
37,1989,1989-05-15,3.14,308,24,118,186
38,1989,1989-05-16,3.18,317,25,123,189
39,1989,1989-05-17,3.1,318,25,123,196
40,1989,1989-05-19,3.07,322,26,125,200
41,1989,1989-05-20,3.0,328,26,125,204
42,1989,1989-05-21,3.04,337,26,130,210
43,1989,1989-05-23,3.0,344,26,131,212
44,1989,1989-05-24,2.93,349,26,131,215
45,1989,1989-05-25,2.91,353,27,133,215
46,1989,1989-05-26,2.87,356,27,134,225
47,1989,1989-05-27,2.83,361,28,135,231
48,1989,1989-05-28,2.83,371,28,138,237
49,1989,1989-05-29,2.8,380,28,139,242
50,1989,1989-05-30,2.8,389,28,142,245
51,1989,1989-05-31,2.76,396,28,143,254
52,1989,1989-06-02,2.82,410,30,149,258
53,1989,1989-06-03,2.77,415,30,149,258
54,1989,1989-06-04,2.83,427,31,155,260
55,1989,1989-06-05,2.93,439,34,163,265
56,1989,,2.93,450,34,166,269
57,1989,,2.9,456,34,167,275
58,1989,1989-06-07,3.01,469,36,176,279
59,1989,1989-06-08,3.01,479,36,179,284
60,1989,1989-06-09,2.99,488,36,181,286
61,1989,1989-06-10,2.95,496,36,181,296
62,1989,1989-06-11,2.9,507,36,182,304
63,1989,1989-06-13,2.89,517,36,184,309
64,1989,1989-06-14,2.86,522,37,185,315
65,1989,1989-06-15,2.84,526,38,187,319
66,1989,1989-06-16,2.88,534,40,192,323
67,1989,1989-06-17,2.85,540,41,193,327
68,1989,1989-06-18,2.82,545,41,194,330
69,1989,1989-06-19,2.81,555,43,196,334
70,1989,1989-06-20,2.77,562,43,196,339
71,1989,1989-06-21,2.73,566,43,196,343
72,1989,1989-06-23,2.79,576,43,203,350
73,1989,1989-06-24,2.77,581,43,204,353
74,1989,1989-06-25,2.85,593,45,213,360
75,1989,1989-06-26,2.84,604,45,215,363
76,1989,1989-06-27,2.87,610,46,220,366
77,1989,1989-06-28,2.93,619,46,227,371
78,1989,1989-06-29,2.92,626,47,229,377
79,1989,1989-06-30,2.96,635,47,235,379
80,1989,1989-07-01,2.96,644,47,238,388
81,1989,1989-07-02,2.96,653,47,241,393
82,1989,1989-07-04,2.99,660,48,246,399
83,1989,1989-07-05,3.0,667,49,250,404
84,1989,1989-07-06,2.97,675,49,251,410
85,1989,1989-07-07,3.01,683,50,257,412
86,1989,1989-07-08,3.03,695,51,262,417
87,1989,1989-07-09,3.06,706,51,267,422
88,1989,1989-07-13,3.03,718,52,269,431
89,1989,1989-07-14,3.08,731,52,276,434
90,1989,1989-07-15,3.08,740,52,279,441
91,1989,1989-07-16,3.04,742,52,279,448
92,1989,1989-07-17,3.05,753,53,283,451
93,1989,1989-07-18,3.05,760,54,286,456
94,1989,1989-07-19,3.07,772,55,291,467
95,1989,1989-07-20,3.07,783,55,294,479
96,1989,1989-07-21,3.05,791,56,295,485
97,1989,1989-07-22,3.05,802,59,298,487
98,1989,1989-07-23,3.1,811,60,306,492
99,1989,1989-07-24,3.07,819,60,306,496
100,1989,1989-07-25,3.08,827,61,310,500
101,1989,1989-07-26,3.07,833,62,312,501
102,1989,1989-07-27,3.14,844,65,322,505
103,1989,1989-07-28,3.13,851,65,324,512
104,1989,1989-07-29,3.18,862,69,332,515
105,1989,1989-07-30,3.2,871,69,337,523
106,1989,1989-08-01,3.19,878,70,339,527
107,1989,1989-08-02,3.22,884,70,345,529
108,1989,1989-08-03,3.23,893,71,349,534
109,1989,1989-08-04,3.21,896,72,350,538
110,1989,1989-08-05,3.18,901,72,350,540
111,1989,1989-08-06,3.18,910,72,353,545
112,1989,1989-08-07,3.24,921,72,363,553
113,1989,1989-08-08,3.29,932,76,372,557
114,1989,1989-08-09,3.27,937,77,373,562
115,1989,1989-08-10,3.27,941,78,376,569
116,1989,1989-08-11,3.26,948,78,378,574
117,1989,1989-08-12,3.27,962,80,383,576
118,1989,1989-08-13,3.26,971,80,386,583
119,1989,1989-08-15,3.25,976,81,388,585
120,1989,1989-08-16,3.23,980,81,388,589
121,1989,1989-08-17,3.24,991,81,393,594
122,1989,1989-08-18,3.23,1000,81,395,595
123,1989,1989-08-19,3.22,1006,81,396,601
124,1989,1989-08-20,3.21,1014,81,398,604
